36,1,2,57,
48,1,2,3,
52,5,6,5,
61,2,94,11,
68,1,101,14,
73,6,105,16,
79,2,109,20,
84,6,116,1,
13,19,120,4,
31,0,124,16,
6,15,128,64,
10,18,5,69,
22,3,13,73,
46,5,21,89,
55,1,26,7,
7,2,39,29,
27,4,43,35,
35,10,47,41,
41,13,51,56,
46,19,54,62,
51,31,65,65,
54,7,3,69,
1,14,4,73,
16,38,8,89,
23,2,12,1,
4,19,69,5,
10,22,3,12,
1,25,7,14,
11,6,12,24,
3,2,15,27,
4,6,29,35,
5,17,36,37,
16,21,42,39,
2,25,48,41,
5,28,1,4,
17,42,8,16,
26,47,20,2,
4,51,24,4,
2,55,8,9,
5,2,2,2,
8,9,11,7,
15,16,8,8,
19,23,4,2,
25,1,19,9,
30,5,27,13,
36,2,5,16,
43,2,10,2,
48,5,20,7,
4,2,6,10,
15,18,17,6,
8,24,13,17,
19,28,9,21,
2,32,18,25,
7,36,22,28,
12,40,8,11,
2,2,8,3,
6,1,1,4,
18,26,7,3,
22,19,9,3,
3,27,1,38,
2,2,2,45,
10,1,8,67,
16,14,14,75,
22,5,26,78,
3,20,30,102,
16,5,33,104,
23,1,36,115,
2,2,39,117,
17,6,51,4,
41,10,53,10,
49,3,59,3,
1,8,3,2,
4,12,2,5,
7,21,1,11,
15,12,1,18,
19,21,7,2,
2,32,12,10,
10,1,18,15,
21,4,55,21,
31,16,1,30,
1,0,1,38,
4,1,6,45,
1,11,1,51,
18,16,7,55,
23,20,12,58,
29,24,16,13,
34,27,18,4,
37,34,20,10,
42,10,22,16,
55,17,24,20,
59,33,29,27,
66,42,32,31,
1,46,8,33,
3,49,12,57,
28,60,0,62,
38,64,6,69,
44,1,45,1,
49,2,49,2,
52,5,2,7,
56,16,15,1,
62,3,18,1,
1,15,28,6,
2,23,12,11,
2,32,11,22,
20,8,20,32,
27,13,23,38,
32,18,34,42,
37,20,37,35,
42,40,46,47,
47,47,8,63,
51,50,14,67,
3,2,28,72,
15,16,3,77,
36,2,9,81,
4,1,12,86,
2,25,21,91,
16,3,23,96,
4,3,41,192,
33,4,46,11,
42,9,51,2,
46,22,6,7,
2,2,4,11,
15,12,7,28,
22,1,12,2,
27,23,20,7,
32,30,1,11,
37,1,6,18,
42,20,2,23,
2,28,4,27,
3,4,8,30,
14,12,10,33,
4,18,14,7,
16,32,23,11,
2,4,34,18,
5,2,39,2,
10,23,43,3,
2,31,46,4,
5,1,50,3,
9,5,53,4,
14,9,57,10,
19,17,1,3,
28,21,6,2,
32,26,1,16,
3,30,4,22,
12,13,6,26,
18,19,7,6,
23,22,9,11,
26,3,11,14,
35,9,13,26,
40,23,14,30,
44,2,16,38,
52,13,3,43,
58,20,8,47,
3,24,2,7,
9,28,7,20,
22,32,2,2,
25,36,6,14,
1,40,1,14,
29,2,5,29,
1,7,8,35,
4,20,1,5,
2,6,8,10,
12,8,13,21,
6,18,16,26,
5,3,4,37,
5,2,2,42,
16,9,5,1,
4,1,12,1,
2,5,15,13,
20,1,18,18,
29,6,21,25,
32,4,23,30,
37,2,5,47,
42,21,12,6,
1,29,14,13,
4,2,26,16,
5,15,41,20,
12,20,50,23,
15,25,57,27,
30,28,61,30,
34,0,64,33,
1,6,68,37,
9,9,2,40,
36,21,2,4,
40,1,10,2,
7,12,15,1,
16,18,21,18,
21,3,55,3,
25,1,64,8,
48,14,3,7,
53,4,6,1,
58,20,1,1,
2,27,6,6,
1,2,10,10,
23,7,9,1,
33,12,18,6,
37,39,27,11,
43,1,9,1,
1,12,13,1,
4,1,20,2,
9,16,25,7,
13,22,38,1,
18,26,43,10,
24,30,48,1,
3,34,58,6,
3,33,1,3,
6,36,1,3,
1,2,5,2,
23,6,2,10,
31,2,5,15,
35,1,3,21,
39,14,10,27,
47,2,2,32,
53,3,0,37,
58,21,5,40,
2,30,3,48,
20,33,3,52,
28,40,3,3,
4,46,8,3,
1,2,13,8,
2,6,17,1,
38,1,21,1,
48,1,4,0,
52,4,10,0,
54,3,11,1,
57,13,15,1,
63,16,16,1,
66,23,20,10,
2,27,2,14,
10,32,8,19,
4,36,14,24,
3,1,11,2,
8,10,18,6,
18,15,20,12,
2,18,43,15,
5,22,45,19,
8,26,49,22,
23,1,52,26,
1,8,10,2,
17,1,4,12,
21,5,2,18,
1,8,2,1,
4,1,6,5,
4,9,12,2,
7,16,2,4,
21,23,7,16,
25,28,19,20,
48,7,16,3,
55,2,31,4,
59,11,34,8,
64,1,50,13,
69,12,57,19,
75,3,0,24,
1,12,6,27,
2,15,10,32,
1,31,15,37,
3,37,19,2,
14,41,22,8,
5,45,2,2,
2,50,7,2,
13,53,12,1,
4,4,16,2,
17,11,20,1,
27,25,3,4,
9,6,1,7,
30,14,5,12,
40,20,1,1,
44,30,5,5,
53,2,1,2,
0,14,1,6,
19,18,7,12,
29,6,13,16,
1,11,16,18,
3,17,18,4,
5,7,6,4,
3,19,12,2,
23,27,18,3,
45,31,24,8,
54,36,30,14,
57,41,36,17,
74,6,41,21,
115,11,46,34,
126,13,1,39,
136,15,2,45,
143,17,6,50,
159,19,13,56,
4,21,17,2,
20,23,6,7,
5,25,13,2,
17,27,2,2,
2,5,10,5,
4,4,17,17,
9,47,21,25,
15,68,24,29,
19,7,1,33,
25,13,3,37,
29,15,5,40,
2,17,5,46,
11,19,2,59,
1,22,7,3,
4,24,11,12,
7,25,3,15,
23,30,7,17,
2,32,11,19,
19,9,14,21,
24,14,5,23,
1,17,5,25,
4,35,15,27,
13,3,23,28,
32,7,37,2,
5,12,43,2,
16,15,50,3,
4,19,2,16,
15,21,9,21,
10,25,14,27,
3,3,18,5,
29,4,1,1,
1,7,6,4,
4,18,3,1,
2,0,1,1,
9,16,2,7,
8,20,18,15,
24,2,25,20,
3,8,31,2,
9,17,35,6,
18,21,42,11,
4,28,12,12,
10,32,18,21,
19,5,32,27,
1,11,36,33,
4,14,1,4,
9,26,9,8,
14,30,14,10,
18,35,7,12,
30,38,5,14,
2,45,11,16,
8,49,19,20,
13,53,25,25,
10,5,31,3,
19,13,1,2,
3,17,1,7,
23,2,6,2,
1,7,8,2,
4,14,13,7,
1,2,4,11,
18,6,2,6,
5,1,14,12,
16,9,19,1,
5,23,22,1,
15,28,27,7,
3,33,30,1,
7,41,3,5,
2,47,10,16,
5,5,15,20,
7,14,1,2,
3,18,10,5,
7,20,8,9,
12,24,12,12,
18,28,3,15,
2,31,9,6,
5,1,8,12,
3,5,7,0,
6,16,3,6,
3,20,8,11,
8,3,27,3,
22,5,2,8,
26,4,6,3,
34,18,10,6,
2,23,12,11,
14,29,24,14,
21,40,28,20,
27,44,32,24,
31,48,35,29,
36,54,2,34,
4,58,1,46,
19,4,1,1,
1,12,14,14,
2,19,23,19,
1,6,33,32,
12,9,5,37,
2,16,2,42,
16,21,2,47,
24,24,2,53,
29,28,3,6,
34,33,12,3,
39,38,19,6,
4,44,22,13,
16,48,1,18,
4,60,13,23,
11,1,17,28,
14,1,21,32,
3,14,23,36,
15,18,35,43,
1,22,37,6,
4,4,48,15,
9,11,2,3,
15,24,9,7,
2,27,4,14,
4,2,5,19,
8,6,8,30,
22,9,1,4,
26,21,2,2,
36,24,12,8,
2,28,27,13,
1,31,32,3,
7,1,38,6,
29,3,46,2,
39,7,2,7,
2,12,9,15,
5,15,7,23,
7,26,4,26,
13,30,10,36,
16,34,15,2,
1,1,18,7,
13,3,24,22,
4,16,30,56,
5,20,6,66,
17,1,1,13,
44,2,7,4,
3,8,7,29,
8,4,14,2,
24,2,21,14,
28,2,1,19,
38,4,6,26,
43,10,12,33,
48,19,2,39,
70,3,7,43,
79,1,13,46,
83,13,24,3,
2,17,30,4,
1,28,36,0,
18,1,41,3,
27,13,1,8,
33,17,8,16,
22,5,12,1,
31,4,2,15,
34,4,16,10,
52,7,20,3,
1,13,2,3,
21,24,13,17,
30,2,18,13,
2,12,23,7,
14,18,29,19,
20,22,9,26,
2,1,3,38,
24,9,6,9,
33,16,13,14,
38,1,17,27,
48,5,29,35,
1,7,34,43,
16,2,2,48,
2,5,9,53,
13,31,2,2,
3,35,6,7,
4,39,9,14,
2,43,16,9,
9,47,2,15,
19,2,7,20,
1,2,12,2,
11,2,17,14,
18,1,23,20,
23,13,3,23,
28,6,12,32,
33,11,4,91,
40,14,8,100,
46,17,21,12,
1,18,3,11,
13,20,9,23,
7,4,14,34,
30,13,7,39,
40,20,1,42,
1,36,2,47,
2,41,3,59,
16,44,9,70,
21,5,14,11,
0,16,19,28,
5,25,24,34,
3,30,9,3,
11,35,18,17,
1,38,5,29,
5,54,10,42,
21,59,2,45,
2,65,6,50,
16,68,1,9,
2,10,5,21,
26,17,10,41,
37,24,14,6,
1,30,18,14,
4,39,23,25,
7,44,25,28,
22,46,27,38,
2,50,29,1,
18,54,31,15,
26,56,4,25,
32,2,10,27,
1,0,1,39,
4,15,5,42,
3,4,6,52,
9,4,13,6,
7,10,18,15,
16,2,24,27,
6,13,28,30,
16,6,6,34,
21,12,12,37,
24,16,27,41,
2,3,31,44,
24,5,0,48,
32,19,5,51,
36,24,10,20,
41,4,9,33,
1,10,14,44,
4,15,19,1,
8,23,2,5,
4,27,5,13,
18,32,8,29,
38,43,18,40,
48,2,25,47,
7,2,35,51,
13,15,2,60,
16,0,2,83,
22,12,2,1,
26,16,2,11,
30,22,12,25,
46,27,26,38,
50,10,34,54,
55,16,49,60,
58,2,57,65,
6,4,62,77,
2,4,68,91,
8,10,73,97,
17,16,80,103,
24,25,85,4,
28,37,4,15,
32,40,11,22,
36,1,15,1,
50,5,21,14,
54,9,27,8,
60,12,3,2,
1,3,1,11,
8,17,5,2,
16,1,13,17,
21,1,16,23,
25,7,27,9,
28,13,30,12,
42,0,35,4,
46,16,2,3,
52,19,8,5,
65,2,14,1,
3,12,18,1,
16,17,5,2,
20,23,13,6,
26,3,21,15,
39,4,24,19,
3,2,26,8,
15,5,28,9,
19,16,30,13,
25,34,32,19,
38,5,34,23,
4,12,44,25,
16,17,7,5,
20,6,15,9,
26,2,20,5,
38,10,3,19,
4,6,7,24,
16,12,14,27,
20,7,20,36,
26,13,26,41,
39,16,30,43,
3,18,1,54,
15,2,5,57,
19,8,2,60,
26,1,7,2,
38,1,22,5,
4,5,28,11,
17,9,33,15,
21,12,2,20,
32,15,2,24,
9,1,5,27,
17,5,4,31,
21,3,9,34,
23,10,19,49,
26,19,27,53,
28,2,7,4,
31,8,19,7,
36,15,24,4,
4,21,30,11,
16,27,34,1,
8,30,38,3,
7,32,48,7,
17,0,2,11,
21,12,1,22,
30,15,3,26,
1,4,4,3,
18,2,9,8,
23,15,2,11,
28,3,2,22,
32,9,7,27,
40,16,14,30,
2,32,20,8,
17,2,2,14,
9,2,8,21,
9,12,15,26,
31,1,22,31,
43,12,25,34,
5,15,2,38,
15,22,2,41,
20,26,12,45,
32,4,18,50,
36,12,22,54,
42,1,25,0,
45,5,29,6,
5,3,32,6,
16,1,36,3,
1,5,40,1,
8,2,44,2,
24,6,8,7,
29,12,1,3,
35,1,2,10,
41,7,6,15,
49,23,9,21,
59,26,13,26,
3,5,15,31,
4,1,20,37,
12,11,26,46,
26,16,0,52,
31,20,12,2,
38,23,20,2,
41,26,28,6,
43,40,32,4,
46,1,45,11,
48,19,49,15,
51,24,2,27,
0,28,14,3,
9,2,19,1,
14,15,31,7,
2,19,40,12,
8,5,45,3,
8,2,1,8,
17,1,6,21,
14,12,10,3,
29,15,1,7,
5,18,1,13,
16,1,2,8,
21,7,2,12,
23,16,9,18,
26,21,15,22,
28,25,22,25,
30,29,28,37,
33,33,32,1,
50,37,5,5,
84,40,12,1,
4,44,1,39,
22,2,4,45,
33,3,6,5,
42,8,7,4,
52,12,7,5,
58,15,5,11,
65,2,9,26,
69,8,18,7,
114,21,11,15,
119,1,18,21,
2,5,23,9,
15,26,28,15,
22,33,13,19,
3,35,25,23,
13,5,34,26,
2,13,11,30,
4,0,2,32,
9,12,14,42,
22,6,26,47,
32,12,35,50,
2,21,40,6,
9,24,48,19,
14,2,51,23,
18,5,64,25,
22,1,19,38,
2,5,23,41,
4,10,30,45,
18,16,36,49,
30,36,39,52,
35,44,50,57,
42,47,67,5,
48,60,76,10,
61,1,4,5,
68,11,1,5,
73,23,6,9,
78,2,5,24,
2,12,3,3,
1,16,11,6,
2,2,6,17,
1,2,18,1,
5,17,8,13,
1,21,8,17,
6,26,15,28,
12,29,18,35,
17,33,5,44,
20,36,11,6,
29,5,15,10,
55,3,1,1,
69,2,5,6,
78,6,1,11,
2,3,5,17,
12,20,1,19,
2,26,9,29,
7,29,2,34,
12,33,1,2,
3,36,5,5,
14,39,2,16,
1,45,2,21,
4,50,7,7,
6,1,1,17,
30,26,12,2,
39,5,6,9,
43,18,12,12,
2,2,16,1,
5,11,19,5,
15,16,2,2,
1,19,5,5,
4,23,2,2,
8,27,3,5,
23,29,8,5,
1,35,12,3,
18,0,21,2,
22,2,32,2,
1,6,36,2,
4,10,4,10,
7,1,4,14,
17,12,3,19,
8,18,3,24,
31,21,9,28,
40,28,14,1,
44,31,30,6,
59,35,35,13,
65,4,5,18,
69,18,17,22,
1,24,2,33,
4,35,8,2,
7,42,20,13,
26,3,33,24,
1,11,45,30,
5,1,61,7,
14,5,66,1,
2,2,8,6,
5,20,1,6,
16,26,7,12,
25,30,12,15,
1,34,20,19,
4,38,23,31,
5,41,29,1,
27,47,36,7,
37,2,41,9,
40,1,47,3,
56,4,3,7,
63,8,1,1,
67,12,1,2,
73,1,5,6,
78,0,10,1,
83,9,6,6,
1,17,13,4,
3,20,20,9,
11,23,23,13,
17,27,3,2,
21,1,6,6,
26,9,11,9,
29,14,3,23,
1,18,6,27,
4,1,22,32,
1,1,28,36,
9,2,31,38,
0,8,5,9,
23,3,11,17,
27,2,16,31,
0,4,20,20,
3,3,25,29,
17,2,4,35,
23,5,2,7,
28,7,5,14,
33,14,1,3,
2,20,4,7,
13,23,10,10,
21,30,2,18,
25,33,1,22,
30,39,1,26,
3,1,16,30,
3,19,22,33,
19,25,29,1,
1,8,34,8,
4,13,39,19,
3,18,48,23,
4,22,54,28,
26,4,5,7,
34,9,12,15,
2,3,19,22,
5,1,25,28,
1,7,2,35,
17,13,5,4,
2,1,2,7,
20,10,4,12,
43,3,6,7,
52,4,3,3,
58,1,11,6,
63,8,17,14,
2,22,27,1,
14,26,18,2,
23,29,4,5,
7,40,7,16,
28,43,15,27,
39,1,23,31,
5,1,3,36,
24,1,8,47,
29,10,13,51,
31,13,18,55,
34,19,22,1,
2,1,1,14,
5,5,5,17,
22,9,9,2,
4,13,13,2,
3,30,3,7,
9,7,2,18,
4,13,5,1,
11,16,1,13,
14,28,10,19,
31,39,14,6,
36,43,9,1,
40,4,16,3,
2,8,8,1,
8,3,5,13,
2,8,11,17,
4,22,16,28,
0,25,20,32,
17,29,24,36,
1,32,28,40,
14,39,32,44,
22,43,37,48,
2,1,41,51,
12,5,45,1,
2,0,6,5,
5,5,1,12,
9,11,7,19,
36,14,11,23,
40,20,0,27,
62,30,4,2,
80,37,8,4,
84,40,13,3,
108,46,16,1,
1,1,18,5,
25,10,19,16,
33,2,25,20,
2,2,3,22,
4,3,4,35,
7,21,17,4,
11,4,22,4,
16,16,2,9,
21,34,7,3,
27,41,2,2,
2,45,7,8,
13,49,11,13,
5,54,16,2,
2,56,20,6,
3,70,24,9,
3,80,28,15,
3,4,3,19,
4,13,4,23,
14,4,1,27,
2,12,7,30,
6,24,3,36,
15,29,2,3,
19,48,12,15,
29,55,16,19,
2,57,2,22,
22,1,6,2,
26,3,1,2,
34,1,3,13,
1,12,6,16,
16,16,3,26,
25,20,9,29,
1,23,16,45,
1,1,19,49,
11,1,6,53,
0,10,13,1,
8,16,16,1,
17,20,19,3,
1,2,22,2,
4,2,29,21,
3,7,42,6,
3,14,47,18,
1,18,7,4,
5,21,14,7,
17,6,21,1,
2,4,31,2,
3,10,39,5,
18,22,7,2,
2,2,13,8,
26,6,4,11,
35,7,7,24,
1,7,14,32,
32,1,5,37,
41,10,12,0,
47,17,1,5,
52,20,0,2,
56,26,3,8,
2,6,9,12,
26,13,12,2,
17,1,25,7,
25,13,40,12,
2,16,43,2,
11,22,58,1,
