2,25,63,6,
17,1,70,10,
23,7,2,2,
32,11,8,8,
42,15,4,30,
1,19,18,38,
15,3,25,3,
1,2,31,8,
22,8,2,8,
2,5,19,8,
12,10,30,23,
9,2,41,3,
17,11,49,22,
23,4,55,10,
29,12,59,26,
33,14,63,2,
38,1,10,9,
43,11,16,3,
0,16,28,9,
8,20,4,13,
17,24,16,37,
22,27,19,1,
34,2,31,3,
2,2,35,2,
5,3,6,1,
7,6,14,0,
3,26,18,21,
2,33,24,25,
6,36,8,29,
16,47,14,2,
1,1,18,1,
12,7,21,8,
1,2,26,8,
4,10,1,11,
10,17,3,15,
15,20,5,33,
2,24,7,40,
5,1,8,1,
5,14,7,5,
32,1,5,1,
45,2,10,1,
1,14,14,5,
4,3,18,5,
7,0,1,10,
2,0,1,15,
5,4,40,21,
16,1,48,1,
20,5,61,5,
38,6,73,1,
8,1,6,5,
4,5,9,3,
11,2,23,11,
27,7,3,4,
36,17,9,11,
3,22,13,11,
7,4,17,8,
18,11,21,11,
24,14,23,10,
2,18,5,2,
21,5,11,2,
30,11,14,1,
1,8,4,20,
4,15,4,23,
3,5,8,6,
8,9,13,7,
24,30,9,3,
28,35,13,6,
36,39,22,1,
54,43,3,5,
2,46,1,9,
4,50,1,17,
1,5,5,4,
8,5,7,10,
2,11,9,0,
14,15,8,2,
21,19,2,12,
2,14,1,19,
25,24,5,23,
35,3,1,27,
40,10,5,31,
1,15,7,34,
2,38,12,38,
7,1,14,57,
12,4,16,63,
16,3,18,2,
31,14,20,2,
39,34,22,2,
44,41,7,6,
1,45,14,11,
4,49,18,16,
1,2,21,23,
6,2,23,2,
15,13,25,14,
20,16,27,5,
24,20,29,4,
1,7,31,1,
19,28,33,1,
27,34,4,5,
32,6,5,1,
1,3,12,2,
9,9,20,6,
15,20,26,11,
17,26,29,14,
22,30,39,29,
26,34,45,38,
46,38,48,2,
50,42,3,6,
60,46,2,13,
1,50,5,7,
16,2,15,14,
7,18,2,3,
21,24,6,14,
1,27,6,19,
14,1,13,4,
3,2,20,15,
6,2,9,37,
3,10,17,44,
12,15,26,2,
16,8,30,8,
5,13,32,2,
17,20,40,8,
22,0,48,12,
24,2,2,16,
27,1,6,1,
30,6,10,5,
32,1,14,16,
35,4,18,10,
37,1,1,15,
40,0,1,23,
6,6,3,27,
3,13,17,41,
15,18,27,44,
3,0,36,56,
11,4,40,60,
4,12,46,68,
2,1,49,72,
16,10,53,2,
26,15,56,3,
4,18,60,4,
14,1,2,11,
3,13,12,17,
7,17,16,7,
25,21,19,8,
29,38,23,20,
37,44,27,27,
44,47,1,30,
2,3,2,2,
18,1,2,6,
26,2,2,1,
29,9,6,5,
1,3,2,16,
18,7,6,19,
27,13,7,26,
1,8,14,30,
5,2,20,4,
11,19,24,1,
15,2,27,35,
6,4,1,3,
30,2,12,8,
0,2,5,22,
10,0,5,1,
4,11,7,25,
8,19,14,2,
19,4,18,1,
8,34,9,15,
17,41,1,14,
3,44,12,20,
2,51,16,40,
6,0,28,45,
15,5,35,17,
27,6,39,26,
33,6,43,1,
38,10,52,3,
43,33,1,4,
4,40,12,9,
19,43,2,1,
28,53,15,4,
32,58,2,2,
37,63,25,6,
2,67,38,9,
4,72,42,14,
3,4,46,21,
4,6,49,27,
4,3,53,31,
11,2,56,36,
16,14,60,43,
25,20,63,2,
2,22,1,1,
5,3,3,1,
1,6,8,17,
6,1,17,25,
16,6,23,2,
21,8,27,2,
26,11,29,1,
1,17,34,13,
14,40,38,19,
21,42,49,24,
1,2,53,35,
7,13,5,39,
15,18,12,55,
20,22,2,62,
24,1,7,65,
32,4,45,2,
37,8,54,23,
42,22,60,29,
3,4,63,2,
2,1,67,1,
9,16,71,5,
19,24,1,11,
31,2,4,32,
37,7,12,39,
1,9,20,1,
7,29,5,5,
2,32,5,3,
14,38,13,1,
20,5,19,12,
25,7,21,1,
1,15,25,5,
4,19,38,1,
23,21,51,5,
3,38,55,2,
14,2,60,6,
2,7,63,4,
4,1,2,2,
16,5,15,5,
38,14,25,4,
47,3,4,8,
1,7,8,14,
3,4,19,26,
27,3,21,29,
2,1,33,40,
5,5,38,47,
15,9,50,58,
1,12,56,61,
8,1,60,66,
14,5,64,13,
17,2,71,17,
25,6,4,35,
3,1,9,2,
16,5,20,15,
21,2,23,21,
26,22,37,1,
31,7,42,17,
36,4,44,24,
41,9,57,28,
1,26,63,30,
13,1,68,35,
20,12,1,5,
25,19,4,4,
3,2,3,8,
13,5,5,3,
17,16,9,9,
1,19,6,13,
11,21,11,17,
2,25,19,28,
4,29,36,31,
8,1,43,35,
16,5,59,37,
21,7,65,49,
26,2,79,52,
1,12,84,2,
24,8,88,8,
32,14,2,1,
5,19,13,1,
19,32,26,3,
26,12,30,4,
40,21,6,12,
50,16,16,1,
3,35,25,12,
2,43,31,18,
5,2,34,23,
23,6,49,1,
7,6,64,13,
31,9,70,1,
43,21,75,16,
2,24,81,20,
5,27,3,25,
10,31,2,29,
13,39,1,34,
1,43,7,38,
4,47,1,3,
15,50,3,9,
20,8,4,5,
22,13,7,2,
27,2,19,6,
32,11,23,2,
3,19,32,13,
19,24,44,2,
4,29,3,7,
11,1,15,3,
33,17,17,4,
2,20,28,2,
14,24,34,2,
23,28,40,2,
1,31,1,8,
4,50,1,15,
1,55,5,1,
6,1,8,4,
11,2,8,12,
1,7,14,6,
4,0,26,19,
1,13,31,1,
5,16,39,10,
8,23,3,18,
13,2,12,21,
18,5,24,26,
21,3,27,42,
24,3,29,49,
5,8,8,53,
16,3,17,4,
19,3,28,4,
22,1,34,2,
4,3,37,15,
33,12,50,22,
3,0,2,1,
27,2,13,1,
33,2,19,15,
36,6,34,18,
41,8,38,26,
44,24,46,6,
53,27,52,1,
57,37,57,10,
65,1,62,29,
70,3,1,3,
1,7,4,1,
12,11,8,4,
16,15,15,10,
19,19,20,17,
24,23,1,21,
29,27,3,25,
33,3,5,1,
38,1,7,15,
42,5,13,2,
96,16,18,3,
3,25,24,2,
1,33,30,17,
12,39,37,1,
3,46,1,10,
3,58,6,14,
8,62,2,18,
12,66,2,23,
21,1,4,26,
26,10,10,35,
34,6,13,38,
38,13,2,42,
43,17,2,3,
48,21,4,11,
54,24,3,18,
0,27,2,1,
10,43,1,7,
2,46,7,1,
7,64,1,5,
11,70,5,11,
19,2,11,2,
23,5,14,28,
32,4,17,3,
35,13,20,9,
105,2,24,4,
117,2,28,10,
139,1,2,20,
1,3,5,30,
9,6,11,2,
5,19,14,11,
72,26,4,17,
86,30,3,2,
92,34,13,4,
1,37,2,2,
8,40,4,4,
11,50,15,2,
16,4,27,1,
21,3,34,4,
26,2,40,1,
30,8,44,2,
40,19,59,6,
44,2,64,1,
53,10,75,2,
4,17,83,20,
28,27,3,4,
36,32,14,4,
40,35,19,3,
48,40,8,3,
53,44,16,3,
61,55,20,17,
64,61,24,20,
67,2,28,4,
82,0,32,1,
2,4,1,2,
16,8,6,1,
3,1,12,14,
13,7,17,8,
2,3,22,13,
58,2,29,6,
67,9,0,4,
71,14,4,15,
3,21,9,21,
72,25,4,26,
84,0,1,32,
89,8,11,1,
99,12,14,6,
103,22,25,1,
114,31,1,1,
0,38,2,7,
13,42,1,11,
6,46,2,22,
1,50,3,27,
16,54,3,32,
32,2,13,2,
40,3,17,7,
45,2,28,13,
49,9,32,16,
58,17,35,29,
62,21,39,31,
70,25,44,36,
76,29,48,2,
1,32,54,3,
23,36,1,1,
32,40,4,4,
36,46,2,7,
49,1,9,20,
56,10,15,22,
65,3,20,4,
70,1,11,6,
72,5,24,11,
2,3,3,23,
16,5,9,28,
30,9,14,7,
40,22,5,16,
45,25,4,34,
50,32,17,5,
55,36,27,14,
59,39,34,20,
63,51,39,2,
68,56,45,2,
11,5,57,3,
24,4,62,9,
1,4,77,2,
11,3,3,10,
20,2,10,15,
24,1,1,6,
41,2,2,14,
44,5,7,2,
48,8,9,6,
51,2,3,12,
56,2,3,3,
59,11,10,2,
